,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
137,Student made threatening remarks to school staff member / Disciplined by school administration,Information,Closed,6300 S. University (Woodlawn Charter School),2/8/18 2:35 PM,2/8/18 2:44 PM,18-00133
138,UC owned vehicle involved in a property damage crash / No injuries reported / MVA2018-00021,Information / Traffic Crash,Closed,1100 E. 57th St.,2/8/18 1:58 PM,2/8/18 1:58 PM,18-00134
139,Unknown person took laptop computer from back pack hung on coat rack,Theft,Open,5714 S. Woodlawn,2/7/18 to 2/8/18 9:30 PM to 10:00 AM,2/8/18 5:29 PM,18-00135
140,Unattended purse taken from waiting area / Purse was found by staff member and returned to owner intact / No crime occurred,Theft,Unfounded,5721 S. Maryland (Comer),2/8/18 3:00 PM to 4:30 PM,2/8/18 7:46 PM,18-00136
141,Purse taken from secured room,Burglary,Open,5758 S. Maryland (DCAM),2/8/18 1:00 PM to 5:30 PM,2/8/18 8:06 PM,18-00137
142,Individual believed bicycle had been stolen / Bike removed by Facilities and returned to owner,Information,Closed,933 E. 56th St. (Physics Research Center),2/8/18 to 2/9/18 9:00 AM to 12:00 AM,2/9/18 10:59 AM,18-00138
143,UCPD officer found unattended snow blower and salt spreader on the sidewalk / Inventoried at UCPD HQ for safekeeping,Found Property,Closed,1408 E. 60th St. (Public Way),2/10/18 1:20 AM,2/10/18 1:20 AM,18-00139
144,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5630 S. University (Max Palevsky RH),2/10/18 3:55 AM,2/10/18 3:55 AM,18-00140
145,"Suspect detained by UCPD officers for threatening a stranger standing on the sidewalk off campus / Suspect fled, but was quickly apprehended / Victim of assault declined to prosecute",Interference with Public Officer,Arrest,1228 E. 53rd St. (Public Way),2/10/18 10:10 AM,2/10/18 10:16 AM,18-00141
146,Information regarding a party at off campus location,Information,Closed,University between 56th & 57th,2/10/18 to 2/11/18 9:00 PM to 1:00 AM,2/11/18 12:54 PM,18-00142
147,"UC owned vehicle struck by another vehicle / Property damage only, no injuries reported / 2018 MVA-00022",Traffic Crash,Closed,912 E. 55th Dr.,2/11/18 4:45 PM,2/11/18 4:46 PM,18-00143
148,Individual reports losing cell phone between Regenstein Library and Reynolds Club,Lost Property,Closed,1100 E. 57th St. to 5709 S. University,2/10/18 6:00 PM to 7:00 PM,2/11/18 11:28 PM,18-00144
149,Student threatened staff member with bodily harm / CPD case JB149088,Information / Assault,CPD,6300 S. University (Woodlawn Charter School),2/12/18 10:15 AM,2/12/18 10:19 AM,18-00145
150,Individual received threatening text messages on phone,Telephone Threat,Open,1131 E. 57th St. (Hutchinson Commons),2/12/18 10:25 AM,2/12/18 12:17 PM,18-00146
151,"Two suspects, one implying a handgun, struck victim as he walked on the sidewalk off campus and took his cell phone and keys / UCPD officer observed the crime and arrested the two suspects who were charged with robbery",Aggravated Robbery,Arrest,5000 S. Drexel (Public Way),2/12/18 3:30 PM,2/12/18 3:38 PM,18-00147
152,UCPD officers arrested a subject wanted for retail theft from a food store / Suspect also arrested for an active warrant from another jurisdiction,Theft,Arrest,1526 E. 55th St.,2/13/18 10:00 AM,2/13/18 11:19 AM,18-00148
153,"Individual removed coat while shoveling snow / Coat, with keys in pocket, taken by an unknown person / Referred to CPD",Information / Theft,CPD,Blackstone between 57th & 58th,2/12/18 5:00 PM,2/13/18 2:36 PM,18-00149
154,"Unattended book bag left on a chair in the dining hall was taken by unknown person / Owner later found book bag intact, nothing was taken / No theft occurred",Theft,Unfounded,5500 S. University (Campus North RH),2/13/18 5:50 PM to 7:00 PM,2/13/18 7:32 PM,18-00150
155,Number generated in error,Void,Void,Void,Void,Void,18-00151
156,UCPD officers detained a suspect wanted by Chicago Police for trespassing at Kenwood Academy / Suspect turned over to CPD,Assist Other Agency,CPD,5128 S. Blackstone (Public Way),2/14/18 4:41 PM,2/14/18 4:41 PM,18-00152
157,Unattended backpack taken from office / Unauthorized use of credit card reported,Burglary,Open,5812 S. Ellis (Surgery Brain Research),2/14/18 5:30 PM to 6:30 PM,2/14/18 7:15 PM,18-00153
158,Information for the police,Information,Closed,850 E. 61st St.,2/14/18 11:40 PM,2/14/18 11:40 PM,18-00154
159,Underage individual became ill after consuming alcoholic beverages / Transported to the ER by CFD EMS,Liquor Law Violation,Referred,1005 E. 60th St. (Burton-Judson RH),2/15/18 1:12 AM,2/15/18 1:12 AM,18-00155
160,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by an acquaintance in the residence hall / Due to confidentiality of reporting, limited information is available regarding this incident",Sexual Assault / Fondling,No Investigation Referred to Title IX Coordinator,1414 E. 59th St. (I-House),2/8/18 unknown time,2/15/18 4:51 PM,CSA Report    18-011
161,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by an ex-boyfriend / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),12/1/17 thru 2/14/18 various times,2/15/18 4:53 PM,CSA Report    18-012
162,Number generated in error,Void,Void,Void,Void,Void,18-00156
163,Individual reports losing wallet between 58th & Ellis and 61st & Drexel,Lost Property,Closed,58th & Ellis,2/15/18 9:30 PM,2/15/18 9:39 PM,18-00157
164,An underage individual became ill after consuming alcoholic beverages / Transported to the ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),2/16/18 12:34 AM,2/16/18 12:34 AM,18-00158
165,Staff member found a baggie of illegal narcotics in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),2/16/18 10:10 AM,2/16/18 10:15 AM,18-00159
166,"Suspect attempted to strike a security officer with his fist, but missed / Suspect detained by UCPD officer; turned over to CPD and charged with assault / CPD case JB154499",Assist Other Agency / Assault,CPD / Arrest,5235 S. Harper Court (Public Way),2/16/18 3:05 PM,2/16/18 3:22 PM,18-00160
167,Four juvenile suspects battered a juvenile victim on the sidewalk off campus / UCPD officer apprehended and arrested three suspects who were charged with battery,Battery,Arrest,1167 E. 63rd St. (Public Way),2/16/18 3:50 PM,2/16/18 3:50 PM,18-00161
168,Sick person transported to ER by CFD EMS,Medical Call,Closed,54th St. between University & Woodlawn,2/17/18 1:13 AM,2/17/18 1:13 AM,18-00162
169,Water pipe burst in parking garage triggering fire alarm / CFD and UC Facilities on the scene,Information,Closed,5807 S. Woodlawn (Booth School),2/17/18 1:30 PM,2/17/18 1:30 PM,18-00163
170,Individual slipped and fell while walking down west exterior ramp / CFD EMS responded / Individual declined additional medical care,Medical  Call / Injured Person,Closed,1101 E. 56th St. (Max Palevsky RH),2/17/18 8:46 PM,2/17/18 8:46 PM,18-00164
171,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),2/18/18 2:28 AM,2/18/18 2:28 AM,18-00165
172,Individual received a threatening email message / Case being investigated by FBI,Harassment by Electronic Means,Referred,1101 E. 57th St. (Zoology),2/18/18 5:00 AM,2/18/18 12:07 PM,18-00166
173,Subject was observed taking cash from an unattended wallet left on a bench / Subject arrested by UCPD,Theft,Arrest,5721 S. Maryland (Comer Hospital),2/19/18 2:00 PM,2/19/18 2:37 PM,18-00167
174,Individual injured when a locker door was accidently closed on his finger / Transported to Comer Hospital by CFD EMS for treatment,Injured Person,Closed,5840 S. Kenwood (Lab School),2/19/18 3:35 PM,2/19/18 3:42 PM,18-00168
175,"Individual standing on the street off campus was approached by an unknown suspect, who exited a maroon vehicle / Suspect displayed a handgun and took cash and the victim's coat before re-entering the waiting vehicle that drove off / CPD case JB158153",Information / Armed Robbery,CPD,4300 S. Drexel (Public Way),2/19/18 8:20 PM,2/19/18 9:09 PM,18-00169
176,Unauthorized subject ignored repeated warnings about trespass and was arrested by UCPD,Criminal Trespass to Land,Arrest,Cornell between 54th & 55th,2/20/18 7:45 AM,2/20/18 7:45 AM,18-00170
177,Unknown person(s) unlawfully entered secured building and took two laptop computers,Burglary,Open,5750 S. Woodlawn (Nursery School),2/17/18 to 2/19/18 8:00 AM to 5:30 PM,2/20/18 11:02 AM,18-00171
178,Unknown person(s) unlawfully entered office and took an unattended wallet,Burglary,Open,950 E. 59th St. (Goldblatt Pavilion),2/20/18 1;00 PM to 6:15 PM,2/20/18 6:26 PM,18-00172
179,Unknown person unlawfully entered an office and took a wallet from an unattended bag,Burglary,Open,969 E. 60th St. (SSA),2/20/18 5:00 PM to 5:30 PM,2/20/18 6:38 PM,18-00173
180,UCPD officer found suspect marijuana in off campus parking lot / Inventoried at UCPD for proper disposal,Found Suspect Narcotics,Closed,1617 E. 50th Pl. (Parking Lot),2/21/18 9:38 AM,2/21/18 9:38 AM,18-00174
181,Individual documented a confrontation with a known subject off campus,Information,Closed,6300 S. Woodlawn,2/20/18 3:45 PM,2/21/18 11:46 AM,18-00175
182,"Victim, after parking vehicle, was placed in fear of receiving bodily harm from another motorist",Assault,Open,6054 S. Drexel (Parking Structure),2/21/18 6:20 AM,2/21/18 6:22 AM,18-00176
183,Wallet taken from backpack left in unsecured office,Burglary,Open,5839 S. Maryland (Wyler),2/20/18 2:00 PM to 5:00 PM,2/21/18 1:53 PM,18-00177
184,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1101 E. 56th St. (Max Palevsky RH),Winter Quarter (Jan-Feb) times unknown,2/21/18 3:49 PM,CSA Report    18-013
185,Individual found a duffle bag in the park and turned it over to UCPD for safekeeping,Found Property,Closed,6000 S. Cottage Grove,2/21/18 5:03 PM,2/21/18 5:03 PM,18-00178
186,Individual reports loss of cell phone from his pocket between the stated locations,Lost Property,Closed,57th & Ellis to 61st & University,2/21/18 7:10 PM to 10:30 PM,2/22/18 11:35 AM,18-00179
187,"Unknown person(s) took snacks from an unsecured office closet / Subsequent to investigation, the suspect was identified, however, the victim declined prosecution",Theft,Ex. Cleared,5706 S. University (Reynolds Club),2/21/18 to 2/22/18 5:00 PM to 9:00 AM,2/22/18 12:09 PM,18-00180
188,Unknown person(s) unlawfully entered a secured office and took a backpack,Burglary,Open,5706 S. University (Reynolds Club),2/22/18 6:30 PM to 8:30 PM,2/22/18 9:01 PM,18-00181
189,An underage individual became ill after consuming alcoholic beverages / Transported to the ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),2/23/18 5:07 AM,2/23/18 5:07 AM,18-00182
190,"Wallet found and turned over to UCPD / Owner located, wallet returned",Found Property,Closed,5758 S. Maryland (DCAM),2/23/18 9:56 AM,2/23/18 9:56 AM,18-00183
191,A student was found to be in possession of one round of live ammunition / Ammunition turned over to UCPD for disposal / Incident handled by school administration,Unlawful Possession of Ammunition,Referred,6300 S. University (Woodlawn Charter School),2/23/18 11:15 AM,2/23/18 12:46 PM,18-00184
192,A delivery truck backed into and damaged a bollard on school grounds,Damage to Property,Closed,5810 S. Ellis (Lab School Grounds),2/21/18 11:35 PM,2/23/18 3:00 PM,18-00185
193,"Subject, without provocation, pushed a victim walking on the on the public way / Suspect arrested by UCPD and charged with battery and violation of bail bond",Battery,Arrest,1005 E. 55th St. (Public Way),2/24/18 10:10 AM,2/24/18 10:11 AM,18-00186
194,Individual fell walking up stairs at Logan Center / Transported to ER by CFD EMS for evaluation and treatment,Injured Person,Closed,915 E. 60th St. (Logan Center),2/24/18 10:15 PM,2/24/18 10:18 PM,18-00187
195,Individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Liquor Law Violation,Referred,5630 S. University (Max Palevsky RH),2/25/18 1:51 AM,2/25/18 1:51 AM,18-00188
196,Ill person transported to ER by CFD EMS for evaluation and treatment,Medical Call,Closed,5640 S. University (Bartlett Commons),2/25/18 2:00 AM,2/25/18 2:00 AM,18-00189
197,Window on 4th floor of residence hall broken by a projectile,Criminal Damage to Property,Open,6031 S. Ellis (Granville-Grossman RH),2/24/18 2:15 PM to 2:18 PM,2/26/18 9:08 AM,18-00190
198,Report of a student threatening a teacher / To be handled by school administration,Information,Referred,6300 S. University (Woodlawn Charter School),2/26/18 10:40 AM,2/26/18 11:21 AM,18-00191
199,Individual transported to ER for evaluation and treatment,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),2/26/18 12:14 PM,2/26/18 12:14 PM,18-00192
200,Unknown person scrawled graffiti on wall in men's first floor restroom,Criminal Damage to Property,Open,5640 S. University (Bartlett Commons),2/26/18 7:00 AM to 11:40 AM,2/26/18 1:46 PM,18-00193
201,Information regarding an ongoing dispute among a group of students / CPD case JB166323,Information,CPD,6300 S. University (Woodlawn Charter School),2/26/18 2:35 PM,2/26/18 3:24 PM,18-00194
202,Individual was transported to hospital by CFD EMS for mental evaluation and treatment,Information / Mental Health Transport,Closed,6120 S. Ellis (Public Way),2/26/18 6:50 PM,2/26/16 7:05 PM,18-00195
203,Staff member reported losing diamond ring / Ring found by another person and returned to owner,Lost / Recovered Property,Closed,5700 S. Maryland (CCD),2/27/18 10:23 AM,2/27/18 10:23 AM,18-00196
204,Sick person transported to ER by CFD EMS,Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),2/27/18 10:20 AM,2/27/18 10:20 AM,18-00197
205,UCPD officers assisted other agency on well-being check / Resident found deceased in bedroom of off campus private apartment / CPD case JB167133,Assist Other Agency / Death Investigation,CPD,Woodlawn between 54th & 55th,2/27/18 10:24 AM,2/27/18 10:24 AM,18-00198
206,"Subject, who had been banned from the hospital, was detained by UCM Public Safety Officer and arrested by UCPD for trespassing",Criminal Trespass to Land,Arrest,950 E. 59th St. (Billings Hospital),2/27/18 11:59 AM,2/27/18 11:59 AM,18-00199
207,Individual transported to ER for evaluation,Mental Health Transport,Closed,1020 E. 58th St. (Kent),2/27/18 1:30 PM,2/27/18 12:21 PM,18-00200
208,Individual transported to ER for evaluation and treatment,Mental Health Transport,Closed,1009 E. 57th St. (Hitchcock Hall),2/28/18 8:50 AM,2/28/18 8:50 AM,18-00201
209,Individual reports losing wallet from coat pocket somewhere in the hospital,Lost Property,Closed,5758 S. Maryland (DCAM),2/28/18 10:00 AM,2/28/18 10:30 AM,18-00202
210,"Unknown suspect took iPhone from the rear pocket of victim while standing in line in the cafeteria / Pursuant to investigation, complainant reported he found the iPhone in the lining of his coat / No crime occurred",Theft from Person,Unfounded,5758 S. Maryland (DCAM Cafeteria)),2/28/18 11:35 AM to 11:40 AM,2/28/18 12:07 PM,18-00203
211,Unknown suspect grabbed an iPhone from the hand of a victim sitting on a bench in the courtyard of the off campus shopping center / Referred to CPD,Information / Theft from Person,CPD,1555 E. 55th St. (Shopping Center Courtyard),2/28/18 12:50 PM,2/28/18 12:59 PM,18-00204
