,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
136,UCPD officers assisted CPD in apprehending 5 suspects wanted by CPD for a robbery committed off campus on 119th St. / CPD cases JC148171 and JC148222,Assist Other Agency,CPD,1201 E. Midway Pl. (Public Way),2/11/19 11:45 AM,2/11/19 11:45 AM,19-00147
137,A staff member injured her finger while securing a metal grate / Transported to UCMED for treatment,Injured Person,Closed,5853 S. University,2/11/19 2:02 PM,2/11/19 2:02 PM,19-00145
138,Two individuals involved in a loud argument / Peace restored,Information / Disturbance,Closed,5700 S. Maryland (CCD),2/11/19 12:40 PM,2/11/19 12:44 PM,19-00146
139,An individual reports losing a cell phone while walking on campus,Lost Property,Closed,Between 57th & Drexel & 57th & University,2/11/19 11:45 AM to 11:55 AM,2/11/19 3:35 PM,19-00148
140,Information relating to 2 suspicious persons seen in the building,Information,Closed,5757 S. University (Saieh Hall),2/11/19 8:55 AM,2/11/19 3:58 PM,19-00149
141,"Individual slipped on icy walkway, fell injuring right shoulder / Transported to UCMED by CFD EMS for treatment",Injured Person,Closed,6031 S. Ellis (Walkway),2/12/19 12:50 AM,2/12/19 1:01 AM,19-00151
142,Number generated in error,VOID,VOID,VOID,VOID,VOID,19-00152
143,Information of suspicious behavior of a known individual / Handled internally,Information,Closed,5840 S. Kenwood (Lab School),2/12/19 10:40 AM,2/12/19 11:03 AM,19-00153
144,Disturbance with patient who refused additional treatment and left hospital against medical advice,Information / Disturbance,Closed,5700 S. Maryland (CCD),2/12/19  10:15 AM to 4:05 PM,2/12/19 12:07 PM,19-00154
145,Two laptops taken from unsecured office,Theft,Open,5640 S. Ellis (Eckhardt Research),2/12/19 1:30 PM to 3:10 PM,2/12/19 3:17 PM,19-00155
146,Number generated in error,VOID,VOID,VOID,VOID,VOID,19-00156
147,"In a dispute between two fraternities, a plastic owl was snatched from the hand of a person walking on the sidewalk and suspect fled / Subsequent to investigation the owl was returned and prosecution was declined",Theft,Ex. Cleared,5640 S. University (Public Way),2/12/19 8:40 PM,2/12/19 8:43 PM,19-00157
148,A subject took several items of merchandise from a store without paying / Suspect struck a store employee who tried to detain him / UCPD officer chased the suspect on foot and took him into custody / Charged with theft and battery,Theft,Arrest,1346 E. 53rd St.,2/13/19 4:48 PM,2/13/19 4:48 PM,19-00158
149,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,6031 S. Ellis (Granville-Grossman RH),2/14/19 2:43 AM,2/14/19 2:43 AM,19-00159
150,A disturbed patient smashed a UCM owned telephone / Prosecution declined,Criminal Damage to Property,Ex. Cleared,5656 S. Maryland (UCMED),2/14/19 7:15 AM,2/14/19 7:15 AM,19-00160
151,Unauthorized individual found sleeping in an elevator in the parking structure / Subject given a trespass warning and declined an offer of transport to a shelter,Criminal Trespass to Land,Closed,5505 S. Ellis (Parking Structure),2/14/19 8:58 AM,2/14/19 8:58 AM,19-00161
152,Physician advised of forged prescriptions from pharmacies outside of the area / Physician reported forgeries to US DEA,Information,Closed,5841 S. Maryland (UCM),2/14/19 10:34 AM,2/14/19 10:34 AM,19-00162
153,Information relating to a disturbing Face Book post,Information,Closed,50th Pl. between Cornell & East End,2/14/19 2:23 PM,2/14/19 2:23 PM,19-00163
154,First Transit employee turned over a cell phone found on UC Shuttle bus / Inventoried for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),2/14/19 2:20 PM,2/14/19 2:20 PM,19-00164
155,UCPD assisted CPD in the arrest of a suspect who had menaced a victim by displaying a handgun in off campus parking lot / CPD case JC152356,Assist Other Agency / Aggravated Assault,CPD,5550 S. Shore Dr. (Parking Lot),2/14/19 3:14 PM,2/14/19 3:14 PM,19-00165
156,Windshield and side window of car parked on the street shattered with cinder block,Criminal Damage to Vehicle,Open,850 E. 56th St.,2/14/19 2:20 PM to 10:30 PM,2/14/19 10:40 PM,19-00166
157,UCPD officer found an unattended bag containing personal items / Held for safekeeping,Found Property,Closed,1050 E. 59th St. (Wieboldt Hall),2/14/19 7:00 PM,2/14/19 9:41 PM,19-00167
158,Coat taken from a bag left unsecured and unattended in the hallway,Theft,Open,1307 E. 60th St. (Keller Center),2/14/19 to 2/15/19 2:00 PM to 8:30 AM,2/15/19 8:47 AM,19-00168
159,A small baggie containing marijuana was found and turned over to UCPD for proper disposal,Found Narcotics,Closed,6300 S. University (Woodlawn Charter School),2/15/19 3:53 PM,2/15/19 3:53 PM,19-00169
160,UCPD officer arrested a motorist for DUI,DUI,Arrest,811 E. 55th St.,2/16/19 12:13 AM,2/16/19 12:13 AM,19-00170
161,An underage individual became ill after consuming alcoholic beverages was transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,6000 S. Ellis (UC Shuttle Bus),2/16/19 3:32 AM,2/16/19 3:32 AM,19-00171
162,Catalytic converter taken from vehicle parked in the parking lot,Theft from Motor Vehicle,Open,6019 S. Ingleside (Parking Lot),1/25/19 to 1/26/19 5:00 PM to 2:00 PM,2/16/19 1:13 PM,19-00172
163,"Victim walking on the sidewalk off campus was pushed to the ground and slapped by two unknown suspects, who then fled on foot / Referred to CPD",Information / Battery,Referred,5516 S. Kimbark (Public Way),2/16/19 6:00 PM,2/16/19 6:09 PM,19-00173
164,Two suspects snatched a cell phone from the hand of a victim standing on the sidewalk / UCPD officers arrested the two suspects on the sidewalk at 6120 S. Ellis and recovered the victim's phone,Theft from Person,Arrest,944 E. 57th St. (Public Way),2/16/19 6:43 PM,2/16/19 6:45 PM,19-00174
165,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,930 E. 55th St. (Public Way),2/17/19 12:14 AM,2/17/19 12:14 AM,19-00175
166,Delayed report of accidental injury of UC staff member,Injured Person,Closed,850 E. 61st St. (UCPD HQ),4/22/18 11:00 AM,2/17/19 10:01 PM,19-00176
167,"Cardboard boxes, discarded clothing and personal items found in exterior stairwell / Facilities notified",Information,Closed,5801 S. Ellis (Levi Hall),2/17/19 to 2/18/19 7:00 AM to 7:00 AM,2/18/19 7:28 AM,19-00177
168,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5734 S. Ellis (Hinds Lab),2/18/19 11:41 AM,2/18/19 11:41 AM,19-00178
169,Unattended cell phone placed on table top was taken by an unknown person / Phone returned to owner / No crime occurred,Theft,Unfounded,6025 S. Ellis (Cathey Dining Hall),2/17/19 8:30 PM to 8:45 PM,2/18/19 1:24 PM,19-00179
170,A subject took merchandise from off campus store without paying / Arrested by UCPD officers,Theft,Arrest,1346 E. 53rd St. (Target),2/18/19 6:14 PM,2/18/19 6:14 PM,19-00180
171,Dispute between two individuals documented / Handled by school administration,Information,Closed,6300 S. University (Woodlawn Charter School),2/14/19 to 2/15/19 10:40 AM to 3:45 PM,2/19/19 9:55 AM,19-00181
172,Parcel containing laptop computer taken by an unknown person / Laptop was located in storage / No theft occurred,Theft,Unfounded,1307 E. 60th St. (Keller Center),12/21/2018  9:00 AM to 5:00 PM,2/19/19 1:46 PM,19-00182
173,Victim walking in parking structure was approached by three suspects who forcibly took the victim's cell phone and wallet / UCPD officers arrested two suspects at 57th & University / Victim's wallet and cell phone recovered,Robbery,Arrest,5505 S. Ellis (Parking Structure),2/19/19 9:15 PM,2/19/19 9:18 PM,19-00183
174,"Three suspects, one armed with a handgun, took a wallet and cell phone from a victim walking on the sidewalk off campus before fleeing on foot / CPD case JC158837",Information / Armed Robbery,CPD,5700 S. Dorchester (Public Way),2/19/19 10:40 PM,2/19/19 11:00 PM,19-00184
175,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,57th & Woodlawn,1/1/17 and various other dates,2/20/19 12:05 PM,CSA Report    19-008
176,An unauthorized subject ignored previous warnings and was arrested by UCPD for trespass,Criminal Trespass to Land,Arrest,5706 S. University (Reynolds Club),2/20/19 1:51 PM,2/20/19 1:51 PM,19-00185
177,First transit supervisor turned over a wallet found on a UC Shuttle bus / Inventoried for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),2/19/19 8:00 PM,2/20/19 12:45 PM,19-00186
178,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by an acquaintance / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,1330 E. 53rd St. (Vue 53 RH),2/20/19 time not specified,2/20/19 3:06 PM,CSA Report    19-009
179,Unknown motorist struck a vehicle and also a wrought iron fence in the shopping center parking lot before driving off / 2019-MVA00041 / No injuries reported,Traffic Crash / Hit & Run,Open,5420 S. Lake Park (HP Shopping Center),2/20/19 2:00 PM,2/20/19 2:05 PM,19-00187
180,UCPD officers confiscated a small quantity of marijuana found off campus - under ten grams - / Narcotic inventoried at UCPD for proper disposal,Possession of Narcotics,Closed,1369 E. Hyde Park (Parking Lot),2/20/19 10:40 PM,2/20/19 10:42 PM,19-00188
181,Shots fired off campus by unknown person(s) damaging two unoccupied vehicles parked at the curb / No injuries reported / CPD case JC160081,Information / Shots Fired / Damage to Property,CPD,4625 S. Drexel (Public Way),2/21/19 1:00 AM,2/21/19 1:12 AM,19-00189
182,A UCPD officer arrested a motorist for DUI,DUI,Arrest,1756 E. 55th St.,2/21/19 1:14 AM,2/21/19 1:14 AM,19-00190
183,A sick person was transported by CFD EMS to the UCMED for evaluation and treatment,Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),2/21/19 5:16 AM,2/21/19 5:16 AM,19-00191
184,An individual reports receiving annoying text messages from an acquaintance,Harassment by Electronic Means,Closed,5730 S. Ellis (Crerar Library),10/31/18 to 2/17/19 Various times,2/21/19 8:31 AM,19-00192
185,A wallet was found and turned over to UCPD / Officers found several credit cards in the wallet that had been stolen at various locations over a period of time / Owner of wallet called seeking wallet / Owner of wallet arrived at UCPD HQ and was arrested for theft of the credit cards,Theft,Arrest,1100 E. 57th St. (Regenstein Library),2/21/19 11:00 AM,2/21/19 11:00 AM,19-00193
186,Wallet found and turned over to UCPD for safekeeping,Found Property,Closed,5700 S. Woodlawn,2/20/19 8:00 PM,2/21/19 2:33 PM,19-00194
187,Irate patient caused a disturbance / Peace restored,Information,Closed,5758 S. Maryland (DCAM),2/18/19 12:00 PM,2/21/19 3:52 PM,19-00195
188,Person reported losing wallet while in the building,Lost Property,Closed,5730 S. Ellis (Crerar Library),2/22/19 12:10 PM to 12:50 PM,2/22/19 12:54 PM,19-00196
189,A person reported seeing a motorist drive over the curb and drive on grassed area of the Midway in an apparent attempt to avoid traffic congestion / Suspect gone prior to police notification,Information / Reckless Driving,Closed,1250 E. 59th St. (Park Dist. Property),2/22/19 3:45 PM,2/22/19 3:46 PM,19-00197
190,UC owned vehicle involved in property damage accident / No injuries reported / 2019-MVA00198,Traffic Crash,Closed,5835 S. Kimbark (Parking Lot),2/22/19 4:40 PM,2/22/19 4:44 PM,19-00198
191,A sick person was transported to the UCMED by CFD EMS for treatment,Medical Call,Closed,5500 S. Ellis (Public Way),2/22/19 7:19 PM,2/22/19 7:19 PM,19-00199
192,"Unattended, unsecured jacket taken from railing on bridge way between buildings",Theft,Open,5841 S. Maryland (Bridge way),2/23/19 11:50 AM to 12:20 PM,2/23/19 12:29 PM,19-00200
193,Information relating to treatment of a person who swallowed an unknown substance,Information,Closed,5700 S. Maryland (CCD),2/23/19 2:56 PM,2/23/19 2:56 PM,19-00201
194,Staff member turned over a small amount of narcotics that was found in a patient's room / Inventoried at UCPD for proper disposal,Found Narcotics,Closed,5815 S. Maryland (Mitchell Hospital),2/23/19 8:26 PM,2/23/19 8:26 PM,19-00202
195,An underage individual became ill after consuming alcoholic beverages transported to UCMED by CFD EMS,Liquor Law Violation,Referred,1009 E. 57th St. (Snell-Hitchcock RH),2/23/19 10:28 PM,2/23/19 10:28 PM,19-00203
196,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,5501 S. Ellis (Public Way),2/24/19 1:58 AM,2/24/19 1:58 AM,19-00204
197,Report of minor damage to UC owned vehicle,Information / Damage to Vehicle,Closed,5734 S. Ellis (Public Way),2/18/19 11:40 AM,2/24/19 6:50 AM,19-00205
198,Wallet taken from unsecured locker in staff locker room,Theft,Open,5700 S. Maryland (Staff Locker Room),2/24/19 7:00 AM to 10:45 AM,2/24/19 11:10 AM,19-00206
199,5 suspects drove off in a car that the owner left parked with the motor running off campus  / Suspects crashed car in lot at 1350 E. 55th St and fled on foot  / 4 juvenile suspects arrested by UCPD officers,Theft of Motor Vehicle,Arrest,5250 S. Blackstone (Public Way),2/24/19 2:00 PM,2/24/19 2:56 PM,19-00207
200,Staff member found suspect narcotics in patient's room / Contraband turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),2/24/19 10:50 PM,2/24/29 11:10 PM,19-00208
201,Unknown persons forced entry by cutting locks and fence / Suspects took copper tubing and copper wire from site,Burglary,Open,1156 E. 61st St. (Woodlawn Commons Constr. Site),2/22/19 to 2/25/19 4:30 PM to 8:00 AM,2/25/19 11:32 AM,19-00209
202,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),2/25/19 4:44 PM,2/25/19 4:44 PM,19-00210
203,An individual reported to UCPD that daughter had been sexually abused in another area of the city of Chicago over a period of time / Patient admitted to Comer ER for examination / Referred to CPD,Information / Sex Crime,CPD,850 E. 61st St. (UCPD HQ),2011 to 2015 Various dates and times,2/25/19 9:07 PM,19-00211
204,Physician reports fraudulent prescriptions written using his name and DEA number presented to pharmacies outside of UCPD area / DEA notified,Deceptive Practice / Forgery,Open,5815 S. Maryland (Mitchell Hospital),11/18/18 to 2/26/19 Various times,2/26/19 10:48 AM,19-00212
205,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1100 E. 57th St. (Regenstein Library,2/25/19 8:30 PM,2/26/19 12:05 PM,CSA Report    19-010
206,Unknown person smashed passenger's side rear window in car parked in lower level and took coins,Theft from Motor Vehicle,Open,5505 S. Ellis (Parking Structure),2/26/19 7:55 AM to 5:10 PM,2/26/19 5:15 PM,19-00213
207,Unknown person entered vehicle parked on the 3rd floor and took coins,Theft from Motor Vehicle,Open,5505 S. Ellis (Parking Structure),2/26/19  8:00 AM to 6:50 PM,2/26/19 6:53 PM,19-00214
208,Unsecured bicycle taken from bike rack,Theft,Open,1118 E. 58th St. (Eckhart Hall Bike Rack),2/27/19 8:30 AM to 9:20 AM,2/27/19 9:46 AM,19-00215
